,execution_idx,application,case,version,exception_name,frame_level,search_budget,fitness_function_value,number_of_fitness_evaluations,fitness_function_evolution,p_object_pool,seed_clone,seed_mutations
245,7,lang,LANG-5b,5b,java.lang.IllegalArgumentException,1,62328,0.0,100.0,"[0.0,100]",0.3,1.0,3
246,8,lang,LANG-5b,5b,java.lang.IllegalArgumentException,1,62328,0.0,100.0,"[0.0,100]",0.3,1.0,3
247,9,lang,LANG-5b,5b,java.lang.IllegalArgumentException,1,62328,0.0,100.0,"[0.0,100]",0.3,1.0,3
248,10,lang,LANG-5b,5b,java.lang.IllegalArgumentException,1,62328,0.0,100.0,"[0.0,100]",0.3,1.0,3
249,9,lang,LANG-27b,27b,java.lang.StringIndexOutOfBoundsException,2,62328,3.0,20200.0,"[3.0,100]",0.3,1.0,3
250,3,lang,LANG-37b,37b,java.lang.ArrayStoreException,1,62328,0.0,6600.0,"[5.727272727272727,100][3.0,200][0.0,6600]",0.3,1.0,3
251,3,lang,LANG-51b,51b,java.lang.StringIndexOutOfBoundsException,1,62328,0.0,11400.0,"[4.0,100][3.0,2500][0.0,11400]",0.3,1.0,3
252,7,lang,LANG-51b,51b,java.lang.StringIndexOutOfBoundsException,1,62328,0.0,9300.0,"[4.489051094890511,100][4.363636363636363,200][3.0,8900][0.0,9300]",0.3,1.0,3
253,9,lang,LANG-51b,51b,java.lang.StringIndexOutOfBoundsException,1,62328,0.0,10600.0,"[4.363636363636363,100][3.0,1100][0.0,10600]",0.3,1.0,3
254,10,lang,LANG-27b,27b,java.lang.StringIndexOutOfBoundsException,2,62328,3.0,19200.0,"[3.0,100]",0.3,1.0,3
255,10,lang,LANG-54b,54b,java.lang.IllegalArgumentException,1,62328,0.0,4400.0,"[4.984615384615385,100][4.981132075471698,200][4.9799999999999995,500][4.875,800][4.8,4000][0.0,4400]",0.3,1.0,3
256,6,lang,LANG-54b,54b,java.lang.IllegalArgumentException,1,62328,0.0,8300.0,"[4.875,100][4.8,800][0.0,8300]",0.3,1.0,3
257,5,lang,LANG-37b,37b,java.lang.ArrayStoreException,1,62328,0.0,11300.0,"[5.727272727272727,100][3.0,300][0.4,1100][0.0,11300]",0.3,1.0,3
258,7,lang,LANG-37b,37b,java.lang.ArrayStoreException,1,62328,0.0,13500.0,"[5.727272727272727,100][3.0,200][0.4,1600][0.0,13500]",0.3,1.0,3
259,6,lang,LANG-37b,37b,java.lang.ArrayStoreException,1,62328,0.0,12800.0,"[5.727272727272727,100][3.0,200][0.4,3600][0.0,12800]",0.3,1.0,3
260,8,lang,LANG-51b,51b,java.lang.StringIndexOutOfBoundsException,1,62328,0.0,22100.0,"[4.8,100][4.48951048951049,200][4.363636363636363,300][3.0,4400][0.0,22100]",0.3,1.0,3
261,8,lang,LANG-37b,37b,java.lang.ArrayStoreException,1,62328,0.0,12300.0,"[5.727272727272727,100][3.0,200][0.4,2800][0.0,12300]",0.3,1.0,3
262,10,lang,LANG-51b,51b,java.lang.StringIndexOutOfBoundsException,1,62328,0.0,22000.0,"[4.333333333333334,100][4.2,500][4.0,5700][3.0,8400][0.0,22000]",0.3,1.0,3
263,1,lang,LANG-44b,44b,java.lang.StringIndexOutOfBoundsException,1,62328,0.2857142857142857,43900.0,"[4.0,100][3.0,400][0.28571428571428575,2200]",0.3,1.0,3
264,2,lang,LANG-44b,44b,java.lang.StringIndexOutOfBoundsException,1,62328,0.2857142857142857,41100.0,"[4.285714285714286,100][3.0,300][0.28571428571428575,3800]",0.3,1.0,3
265,3,lang,LANG-44b,44b,java.lang.StringIndexOutOfBoundsException,1,62328,0.2857142857142857,50900.0,"[3.0,100][0.28571428571428575,14200]",0.3,1.0,3
266,4,lang,LANG-44b,44b,java.lang.StringIndexOutOfBoundsException,1,62328,0.2857142857142857,38500.0,"[3.0,100][0.28571428571428575,1200]",0.3,1.0,3
267,5,lang,LANG-44b,44b,java.lang.StringIndexOutOfBoundsException,1,62328,0.2857142857142857,42300.0,"[4.0,100][3.0,200][0.28571428571428575,18800]",0.3,1.0,3
268,6,lang,LANG-44b,44b,java.lang.StringIndexOutOfBoundsException,1,62328,0.2857142857142857,35000.0,"[3.0,100][0.28571428571428575,600]",0.3,1.0,3
269,7,lang,LANG-44b,44b,java.lang.StringIndexOutOfBoundsException,1,62328,0.2857142857142857,36400.0,"[3.0,100][0.28571428571428575,1400]",0.3,1.0,3
270,8,lang,LANG-44b,44b,java.lang.StringIndexOutOfBoundsException,1,62328,0.2857142857142857,42000.0,"[4.2,100][3.0,300][0.28571428571428575,1800]",0.3,1.0,3
271,9,lang,LANG-44b,44b,java.lang.StringIndexOutOfBoundsException,1,62328,0.2857142857142857,29900.0,"[4.0,100][3.0,600][0.28571428571428575,20200]",0.3,1.0,3
272,10,lang,LANG-44b,44b,java.lang.StringIndexOutOfBoundsException,1,62328,0.2857142857142857,44700.0,"[3.0,100][0.28571428571428575,1200]",0.3,1.0,3
273,1,lang,LANG-51b,51b,java.lang.StringIndexOutOfBoundsException,1,62328,3.0,26000.0,"[4.363636363636363,100][4.333333333333334,1000][4.2,1200][4.0,6500][3.0,6700]",0.3,1.0,3
274,2,lang,LANG-54b,54b,java.lang.IllegalArgumentException,1,62328,0.0,17100.0,"[4.95,100][4.875,1100][4.8,5900][0.0,17100]",0.3,1.0,3
275,4,lang,LANG-51b,51b,java.lang.StringIndexOutOfBoundsException,1,62328,3.0,24700.0,"[4.363636363636363,100][4.333333333333334,500][4.2,700][4.0,2400][3.0,8500]",0.3,1.0,3
276,5,lang,LANG-51b,51b,java.lang.StringIndexOutOfBoundsException,1,62328,3.0,28200.0,"[4.363636363636363,100][4.2,2700][4.0,3800][3.0,5900]",0.3,1.0,3
277,6,lang,LANG-51b,51b,java.lang.StringIndexOutOfBoundsException,1,62328,3.0,28600.0,"[4.363636363636363,100][3.0,200]",0.3,1.0,3
278,1,lang,LANG-54b,54b,java.lang.IllegalArgumentException,1,62328,4.8,18300.0,"[4.956521739130435,100][4.875,300][4.8,2300]",0.3,1.0,3
279,9,lang,LANG-54b,54b,java.lang.IllegalArgumentException,1,62328,4.8,19100.0,"[4.989795918367347,100][4.956521739130435,200][4.875,500][4.8,2900]",0.3,1.0,3
280,1,lang,LANG-6b,6b,java.lang.StringIndexOutOfBoundsException,1,62328,0.4285714285714285,19400.0,"[3.0,100][0.42857142857142855,300]",0.3,1.0,3
281,1,lang,LANG-6b,6b,java.lang.StringIndexOutOfBoundsException,2,62328,0.6,18100.0,"[0.6,100]",0.3,1.0,3
282,1,lang,LANG-6b,6b,java.lang.StringIndexOutOfBoundsException,3,62328,0.5333333333333333,28400.0,"[3.0,100][0.5333333333333333,200]",0.3,1.0,3
283,2,lang,LANG-6b,6b,java.lang.StringIndexOutOfBoundsException,1,62328,0.4285714285714285,19100.0,"[0.42857142857142855,100]",0.3,1.0,3
284,2,lang,LANG-6b,6b,java.lang.StringIndexOutOfBoundsException,2,62328,0.6,19300.0,"[0.6,100]",0.3,1.0,3
285,2,lang,LANG-6b,6b,java.lang.StringIndexOutOfBoundsException,3,62328,0.5333333333333333,28100.0,"[0.5333333333333333,100]",0.3,1.0,3
286,3,lang,LANG-6b,6b,java.lang.StringIndexOutOfBoundsException,1,62328,0.4285714285714285,22300.0,"[0.42857142857142855,100]",0.3,1.0,3
287,3,lang,LANG-6b,6b,java.lang.StringIndexOutOfBoundsException,2,62328,0.6,19900.0,"[0.6,100]",0.3,1.0,3
288,1,math,MATH-103b,103b,org.apache.commons.math.MaxIterationsExceededException,1,62328,0.0,100.0,"[0.0,100]",0.3,1.0,3
289,3,lang,LANG-6b,6b,java.lang.StringIndexOutOfBoundsException,3,62328,0.5333333333333333,24900.0,"[0.6923076923076923,100][0.5333333333333333,300]",0.3,1.0,3
290,4,lang,LANG-6b,6b,java.lang.StringIndexOutOfBoundsException,1,62328,0.4285714285714285,16500.0,"[3.0,100][0.42857142857142855,200]",0.3,1.0,3
291,2,math,MATH-103b,103b,org.apache.commons.math.MaxIterationsExceededException,1,62328,0.0,100.0,"[0.0,100]",0.3,1.0,3
292,4,lang,LANG-6b,6b,java.lang.StringIndexOutOfBoundsException,2,62328,0.6,14400.0,"[0.6,100]",0.3,1.0,3
293,3,math,MATH-103b,103b,org.apache.commons.math.MaxIterationsExceededException,1,62328,0.0,100.0,"[0.0,100]",0.3,1.0,3
294,4,lang,LANG-6b,6b,java.lang.StringIndexOutOfBoundsException,3,62328,0.5333333333333333,27200.0,"[3.0,100][0.6923076923076923,200][0.5333333333333333,2200]",0.3,1.0,3
295,5,lang,LANG-6b,6b,java.lang.StringIndexOutOfBoundsException,1,62328,0.4285714285714285,20000.0,"[3.0,100][0.42857142857142855,200]",0.3,1.0,3
296,4,math,MATH-103b,103b,org.apache.commons.math.MaxIterationsExceededException,1,62328,0.0,100.0,"[0.0,100]",0.3,1.0,3
297,5,lang,LANG-6b,6b,java.lang.StringIndexOutOfBoundsException,2,62328,0.6,15900.0,"[0.6,100]",0.3,1.0,3
298,5,lang,LANG-6b,6b,java.lang.StringIndexOutOfBoundsException,3,62328,0.5333333333333333,24900.0,"[0.5333333333333333,100]",0.3,1.0,3
299,6,lang,LANG-6b,6b,java.lang.StringIndexOutOfBoundsException,1,62328,0.4285714285714285,19600.0,"[3.0,100][0.42857142857142855,200]",0.3,1.0,3
300,6,lang,LANG-6b,6b,java.lang.StringIndexOutOfBoundsException,2,62328,0.6,18800.0,"[0.6,100]",0.3,1.0,3
301,5,math,MATH-103b,103b,org.apache.commons.math.MaxIterationsExceededException,1,62328,0.0,100.0,"[0.0,100]",0.3,1.0,3
302,6,math,MATH-103b,103b,org.apache.commons.math.MaxIterationsExceededException,1,62328,0.0,100.0,"[0.0,100]",0.3,1.0,3
303,6,lang,LANG-6b,6b,java.lang.StringIndexOutOfBoundsException,3,62328,0.5333333333333333,26200.0,"[0.6923076923076923,100][0.5333333333333333,400]",0.3,1.0,3
304,7,lang,LANG-6b,6b,java.lang.StringIndexOutOfBoundsException,1,62328,0.4285714285714285,18600.0,"[0.42857142857142855,100]",0.3,1.0,3
305,7,lang,LANG-6b,6b,java.lang.StringIndexOutOfBoundsException,2,62328,0.6,18200.0,"[0.6,100]",0.3,1.0,3
306,7,lang,LANG-6b,6b,java.lang.StringIndexOutOfBoundsException,3,62328,0.5333333333333333,26500.0,"[0.5333333333333333,100]",0.3,1.0,3
307,8,lang,LANG-6b,6b,java.lang.StringIndexOutOfBoundsException,1,62328,0.4285714285714285,18900.0,"[0.42857142857142855,100]",0.3,1.0,3
308,8,lang,LANG-6b,6b,java.lang.StringIndexOutOfBoundsException,2,62328,0.6,15700.0,"[0.6,100]",0.3,1.0,3
309,8,lang,LANG-6b,6b,java.lang.StringIndexOutOfBoundsException,3,62328,0.5333333333333333,26500.0,"[0.5333333333333333,100]",0.3,1.0,3
310,9,lang,LANG-6b,6b,java.lang.StringIndexOutOfBoundsException,1,62328,0.4285714285714285,20000.0,"[0.42857142857142855,100]",0.3,1.0,3
311,9,lang,LANG-6b,6b,java.lang.StringIndexOutOfBoundsException,2,62328,0.6,17900.0,"[0.6,100]",0.3,1.0,3
312,9,lang,LANG-6b,6b,java.lang.StringIndexOutOfBoundsException,3,62328,0.5333333333333333,26100.0,"[0.6923076923076923,100][0.5333333333333333,300]",0.3,1.0,3
313,10,lang,LANG-6b,6b,java.lang.StringIndexOutOfBoundsException,1,62328,0.4285714285714285,19100.0,"[0.42857142857142855,100]",0.3,1.0,3
314,7,math,MATH-103b,103b,org.apache.commons.math.MaxIterationsExceededException,1,62328,0.0,100.0,"[0.0,100]",0.3,1.0,3
315,8,math,MATH-103b,103b,org.apache.commons.math.MaxIterationsExceededException,1,62328,0.0,100.0,"[0.0,100]",0.3,1.0,3
316,9,math,MATH-103b,103b,org.apache.commons.math.MaxIterationsExceededException,1,62328,0.0,100.0,"[0.0,100]",0.3,1.0,3
317,10,math,MATH-103b,103b,org.apache.commons.math.MaxIterationsExceededException,1,62328,0.0,100.0,"[0.0,100]",0.3,1.0,3
318,10,lang,LANG-6b,6b,java.lang.StringIndexOutOfBoundsException,2,62328,0.6,18800.0,"[0.6,100]",0.3,1.0,3
319,1,math,MATH-1b,1b,org.apache.commons.math3.fraction.FractionConversionException,1,62328,0.0,100.0,"[0.0,100]",0.3,1.0,3
320,10,lang,LANG-6b,6b,java.lang.StringIndexOutOfBoundsException,3,62328,0.5333333333333333,25900.0,"[0.5333333333333333,100]",0.3,1.0,3
321,1,math,MATH-101b,101b,java.lang.StringIndexOutOfBoundsException,1,62328,0.25,21700.0,"[3.0,100][0.33125,900][0.25,1000]",0.3,1.0,3
322,2,math,MATH-101b,101b,java.lang.StringIndexOutOfBoundsException,1,62328,0.25,23200.0,"[4.989130434782609,100][4.973684210526315,300][0.25,400]",0.3,1.0,3
323,3,math,MATH-101b,101b,java.lang.StringIndexOutOfBoundsException,1,62328,0.25,23000.0,"[3.0,100][0.25,200]",0.3,1.0,3
324,2,math,MATH-1b,1b,org.apache.commons.math3.fraction.FractionConversionException,1,62328,0.0,100.0,"[0.0,100]",0.3,1.0,3
325,2,math,MATH-1b,1b,org.apache.commons.math3.fraction.FractionConversionException,2,62328,0.0,100.0,"[0.0,100]",0.3,1.0,3
326,3,math,MATH-1b,1b,org.apache.commons.math3.fraction.FractionConversionException,1,62328,0.0,100.0,"[0.0,100]",0.3,1.0,3
327,4,math,MATH-101b,101b,java.lang.StringIndexOutOfBoundsException,1,62328,0.25,22900.0,"[4.992700729927007,100][3.0,200][0.25,600]",0.3,1.0,3
328,3,math,MATH-1b,1b,org.apache.commons.math3.fraction.FractionConversionException,2,62328,0.0,100.0,"[0.0,100]",0.3,1.0,3
329,4,math,MATH-1b,1b,org.apache.commons.math3.fraction.FractionConversionException,1,62328,0.0,100.0,"[0.0,100]",0.3,1.0,3
330,6,math,MATH-1b,1b,org.apache.commons.math3.fraction.FractionConversionException,1,62328,0.0,100.0,"[0.0,100]",0.3,1.0,3
331,5,math,MATH-1b,1b,org.apache.commons.math3.fraction.FractionConversionException,1,62328,0.0,100.0,"[0.0,100]",0.3,1.0,3
332,7,math,MATH-1b,1b,org.apache.commons.math3.fraction.FractionConversionException,1,62328,0.0,100.0,"[0.0,100]",0.3,1.0,3
333,8,math,MATH-1b,1b,org.apache.commons.math3.fraction.FractionConversionException,1,62328,0.0,100.0,"[0.0,100]",0.3,1.0,3
334,7,math,MATH-1b,1b,org.apache.commons.math3.fraction.FractionConversionException,2,62328,0.0,100.0,"[0.0,100]",0.3,1.0,3
335,1,math,MATH-1b,1b,org.apache.commons.math3.fraction.FractionConversionException,2,62328,0.0,400.0,"[3.0,100][0.3311258278145695,300][0.0,400]",0.3,1.0,3
336,9,math,MATH-1b,1b,org.apache.commons.math3.fraction.FractionConversionException,1,62328,0.0,100.0,"[0.0,100]",0.3,1.0,3
337,10,math,MATH-1b,1b,org.apache.commons.math3.fraction.FractionConversionException,2,62328,0.0,100.0,"[0.0,100]",0.3,1.0,3
338,10,math,MATH-1b,1b,org.apache.commons.math3.fraction.FractionConversionException,1,62328,0.0,100.0,"[0.0,100]",0.3,1.0,3
339,9,math,MATH-1b,1b,org.apache.commons.math3.fraction.FractionConversionException,2,62328,0.0,100.0,"[0.0,100]",0.3,1.0,3
340,4,math,MATH-1b,1b,org.apache.commons.math3.fraction.FractionConversionException,2,62328,0.0,500.0,"[0.49475632325724855,100][0.0,500]",0.3,1.0,3
341,8,math,MATH-1b,1b,org.apache.commons.math3.fraction.FractionConversionException,2,62328,0.0,300.0,"[3.0,100][0.0,300]",0.3,1.0,3
342,5,math,MATH-1b,1b,org.apache.commons.math3.fraction.FractionConversionException,2,62328,0.0,500.0,"[0.3311258278145695,100][0.0,500]",0.3,1.0,3
343,6,math,MATH-1b,1b,org.apache.commons.math3.fraction.FractionConversionException,2,62328,0.0,700.0,"[3.0,100][0.3311258278145695,500][0.0,700]",0.3,1.0,3
344,5,math,MATH-101b,101b,java.lang.StringIndexOutOfBoundsException,1,62328,0.25,19200.0,"[4.95,100][3.0,300][0.33125,600][0.25,800]",0.3,1.0,3
345,6,math,MATH-101b,101b,java.lang.StringIndexOutOfBoundsException,1,62328,0.25,21500.0,"[0.25,100]",0.3,1.0,3
346,7,math,MATH-101b,101b,java.lang.StringIndexOutOfBoundsException,1,62328,0.25,23000.0,"[4.992700729927007,100][4.961538461538462,200][3.0,300][0.25,400]",0.3,1.0,3
347,8,math,MATH-101b,101b,java.lang.StringIndexOutOfBoundsException,1,62328,0.25,22000.0,"[4.992537313432836,100][4.985294117647059,200][4.9799999999999995,300][3.0,400][0.25,600]",0.3,1.0,3
348,9,math,MATH-101b,101b,java.lang.StringIndexOutOfBoundsException,1,62328,0.25,22900.0,"[5.142857142857142,100][3.0,200][0.25,300]",0.3,1.0,3
349,10,math,MATH-101b,101b,java.lang.StringIndexOutOfBoundsException,1,62328,0.25,17600.0,"[4.989795918367347,100][3.0,200][0.25,500]",0.3,1.0,3
350,1,math,MATH-103b,103b,org.apache.commons.math.MaxIterationsExceededException,2,62328,3.0,36400.0,"[3.0,100]",0.3,1.0,3
351,1,math,MATH-103b,103b,org.apache.commons.math.MaxIterationsExceededException,3,62328,0.6842105263157895,30400.0,"[3.0,100][0.6842105263157895,3900]",0.3,1.0,3
352,2,math,MATH-103b,103b,org.apache.commons.math.MaxIterationsExceededException,2,62328,3.0,33800.0,"[3.0,100]",0.3,1.0,3
353,2,math,MATH-103b,103b,org.apache.commons.math.MaxIterationsExceededException,3,62328,0.6842105263157895,30200.0,"[3.0,100][0.6842105263157895,1100]",0.3,1.0,3
354,3,math,MATH-103b,103b,org.apache.commons.math.MaxIterationsExceededException,2,62328,3.0,35800.0,"[3.0,100]",0.3,1.0,3
355,3,math,MATH-103b,103b,org.apache.commons.math.MaxIterationsExceededException,3,62328,0.6842105263157895,35900.0,"[3.0,100][0.6842105263157895,5400]",0.3,1.0,3
356,4,math,MATH-103b,103b,org.apache.commons.math.MaxIterationsExceededException,2,62328,3.0,34200.0,"[3.0,100]",0.3,1.0,3
357,4,math,MATH-103b,103b,org.apache.commons.math.MaxIterationsExceededException,3,62328,0.6842105263157895,29000.0,"[3.0,100][0.6842105263157895,9400]",0.3,1.0,3
358,5,math,MATH-103b,103b,org.apache.commons.math.MaxIterationsExceededException,2,62328,3.0,36000.0,"[3.0,100]",0.3,1.0,3
359,5,math,MATH-103b,103b,org.apache.commons.math.MaxIterationsExceededException,3,62328,3.0,27000.0,"[3.0,100]",0.3,1.0,3
360,6,math,MATH-103b,103b,org.apache.commons.math.MaxIterationsExceededException,2,62328,3.0,34300.0,"[3.0,100]",0.3,1.0,3
361,8,math,MATH-103b,103b,org.apache.commons.math.MaxIterationsExceededException,2,62328,3.0,62400.0,"[3.0,100]",0.3,1.0,3
362,6,math,MATH-103b,103b,org.apache.commons.math.MaxIterationsExceededException,3,62328,0.6842105263157895,28300.0,"[3.0,100][0.6842105263157895,13900]",0.3,1.0,3
363,7,math,MATH-103b,103b,org.apache.commons.math.MaxIterationsExceededException,2,62328,3.0,35500.0,"[3.0,100]",0.3,1.0,3
364,7,math,MATH-103b,103b,org.apache.commons.math.MaxIterationsExceededException,3,62328,3.0,28000.0,"[3.0,100]",0.3,1.0,3
365,8,math,MATH-103b,103b,org.apache.commons.math.MaxIterationsExceededException,3,62328,0.6842105263157895,29600.0,"[3.0,100][0.6842105263157895,1500]",0.3,1.0,3
366,9,math,MATH-103b,103b,org.apache.commons.math.MaxIterationsExceededException,2,62328,3.0,33700.0,"[3.0,100]",0.3,1.0,3
367,9,math,MATH-103b,103b,org.apache.commons.math.MaxIterationsExceededException,3,62328,0.6842105263157895,28500.0,"[3.0,100][0.6842105263157895,8300]",0.3,1.0,3
368,10,math,MATH-103b,103b,org.apache.commons.math.MaxIterationsExceededException,2,62328,3.0,32200.0,"[3.0,100]",0.3,1.0,3
369,10,math,MATH-103b,103b,org.apache.commons.math.MaxIterationsExceededException,3,62328,0.6842105263157895,21800.0,"[3.0,100][0.6842105263157895,9200]",0.3,1.0,3
370,1,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,1,62328,5.9375,59500.0,"[5.9375,100]",0.3,1.0,3
371,1,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,2,62328,0.4230769230769231,9100.0,"[3.0,100][0.4230769230769231,300]",0.3,1.0,3
372,1,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,3,62328,0.4230769230769231,4300.0,"[3.0,100][0.4230769230769231,1200]",0.3,1.0,3
373,1,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,4,62328,0.4230769230769231,8200.0,"[3.0,100][0.5516074450084603,200][0.4230769230769231,700]",0.3,1.0,3
374,1,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,5,62328,0.4230769230769231,17500.0,"[3.0,100][0.5504087193460491,1500][0.4230769230769231,1900]",0.3,1.0,3
375,1,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,6,62328,0.4230769230769231,15800.0,"[3.0,100][0.5973154362416108,1000][0.5504087193460491,6300][0.4230769230769231,6700]",0.3,1.0,3
376,1,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,7,62328,0.4230769230769231,12300.0,"[3.0,100][0.7692307692307692,600][0.6637799286805909,1300][0.5973154362416108,1600][0.5504087193460491,6700][0.4230769230769231,6800]",0.3,1.0,3
377,1,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,8,62328,0.4230769230769231,11700.0,"[3.0,100][0.4230769230769231,700]",0.3,1.0,3
378,2,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,1,62328,5.9375,35900.0,"[5.9375,100]",0.3,1.0,3
379,2,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,2,62328,0.4230769230769231,9500.0,"[3.0,100][0.4230769230769231,200]",0.3,1.0,3
380,2,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,3,62328,0.4230769230769231,7400.0,"[3.0,100][0.4230769230769231,200]",0.3,1.0,3
381,2,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,4,62328,0.4230769230769231,9800.0,"[0.4230769230769231,100]",0.3,1.0,3
382,2,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,5,62328,0.4230769230769231,17700.0,"[3.0,100][0.4230769230769231,2100]",0.3,1.0,3
383,2,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,6,62328,0.4230769230769231,10300.0,"[4.5,100][3.0,200][0.4230769230769231,1500]",0.3,1.0,3
384,2,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,7,62328,0.4230769230769231,12900.0,"[3.0,100][0.6637799286805909,2700][0.5973154362416108,3600][0.4230769230769231,10200]",0.3,1.0,3
385,2,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,8,62328,0.4230769230769231,11600.0,"[3.0,100][0.6637799286805909,900][0.5973154362416108,1400][0.5504087193460491,6300][0.4230769230769231,6600]",0.3,1.0,3
386,3,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,1,62328,5.9375,35600.0,"[5.9375,100]",0.3,1.0,3
387,3,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,2,62328,0.4230769230769231,7300.0,"[3.0,100][0.4230769230769231,200]",0.3,1.0,3
388,3,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,3,62328,0.4230769230769231,9100.0,"[3.0,100][0.4230769230769231,200]",0.3,1.0,3
389,3,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,4,62328,0.4230769230769231,9800.0,"[3.0,100][0.4230769230769231,300]",0.3,1.0,3
390,3,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,5,62328,0.4230769230769231,18700.0,"[3.0,100][0.5504087193460491,2400][0.4230769230769231,2500]",0.3,1.0,3
391,3,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,6,62328,0.4230769230769231,16800.0,"[3.0,100][0.4230769230769231,1400]",0.3,1.0,3
392,3,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,7,62328,0.4230769230769231,16900.0,"[3.0,100][0.5973154362416108,800][0.5504087193460491,4500][0.4230769230769231,5100]",0.3,1.0,3
393,3,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,8,62328,0.4230769230769231,10300.0,"[3.0,100][0.5504087193460491,9100][0.4230769230769231,9500]",0.3,1.0,3
394,4,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,1,62328,5.9375,34700.0,"[5.9375,100]",0.3,1.0,3
395,4,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,2,62328,0.4230769230769231,8200.0,"[3.0,100][0.4230769230769231,200]",0.3,1.0,3
396,4,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,3,62328,0.4230769230769231,7100.0,"[3.0,100][0.4230769230769231,700]",0.3,1.0,3
397,4,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,4,62328,0.4230769230769231,5500.0,"[0.4230769230769231,100]",0.3,1.0,3
398,4,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,5,62328,0.4230769230769231,13000.0,"[3.0,100][0.4230769230769231,3100]",0.3,1.0,3
399,4,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,6,62328,0.4230769230769231,6400.0,"[3.0,100][0.5504087193460491,2800][0.4230769230769231,2900]",0.3,1.0,3
400,4,math,MATH-31b,31b,org.apache.commons.math3.exception.ConvergenceException,7,62328,0.4230769230769231,17800.0,"[3.0,100][0.7692307692307692,500][0.5504087193460491,12400][0.4230769230769231,12900]",0.3,1.0,3
