,application,case,version,execution_idx,exception_name,exception_kind,frame_level,all_frames_count,project_frames_count,test_case_path,log_path,err_path,p_functional_mocking,functional_mocking_percent,p_reflection_on_private,reflection_start_percent,search_budget,population,line_fitness_value,line_fitness_time_msec,line_fitness_number_of_eval,exception_fitness_value,exception_fitness_time_msec,exception_fitness_number_of_eval,stacktrace_similarity_value,stacktrace_similarity_fitness_msec,stacktrace_similarity_number_of_eval,fitness_function_value,fitness_function_time_msec,fitness_function_number_of_tries,execution_time,total_number_of_eval,fitness_function_evolution
30,math,MATH-85b,85b,9,org.apache.commons.math.ConvergenceException,Custom Exception,1,3,3,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MATH-85b/frame-1/9,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-85b/frame-1/R9_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-85b/frame-1/R9_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,3610.0,1.0,0.0,3611.0,1.0,0.238095238095238,3611.0,1.0,0.238095238095238,3612.0,1.0,180.0,65444.0,(0.23809523809523808;101;3612)
31,math,MATH-85b,85b,2,org.apache.commons.math.ConvergenceException,Custom Exception,2,3,3,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MATH-85b/frame-2/2,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-85b/frame-2/R2_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-85b/frame-2/R2_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,3743.0,2.0,0.0,3988.0,16.0,0.238095238095238,3988.0,16.0,0.238095238095238,3988.0,16.0,182.0,65444.0,(0.23809523809523808;101;3988)
32,math,MATH-90b,90b,8,java.lang.IllegalArgumentException,Java Runtime Exception,1,1,1,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MATH-90b/frame-1/8,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-90b/frame-1/R8_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-90b/frame-1/R8_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,1349.0,2.0,0.0,1349.0,2.0,0.0,1349.0,2.0,0.0,1349.0,2.0,2.0,101.0,(0.0;101;1349)
33,math,MATH-85b,85b,8,org.apache.commons.math.ConvergenceException,Custom Exception,2,3,3,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MATH-85b/frame-2/8,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-85b/frame-2/R8_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-85b/frame-2/R8_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,3943.0,3.0,0.0,4114.0,11.0,0.238095238095238,4114.0,11.0,0.238095238095238,4114.0,11.0,183.0,65444.0,(0.23809523809523808;101;4114)
34,math,MATH-85b,85b,8,org.apache.commons.math.ConvergenceException,Custom Exception,3,3,3,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MATH-85b/frame-3/8,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-85b/frame-3/R8_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-85b/frame-3/R8_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,6091.0,85.0,1.0,2268.0,1.0,1.0,2268.0,1.0,3.0,6091.0,85.0,,,(3.0;101;6091)
35,math,MATH-85b,85b,10,org.apache.commons.math.ConvergenceException,Custom Exception,2,3,3,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MATH-85b/frame-2/10,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-85b/frame-2/R10_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-85b/frame-2/R10_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,4250.0,2.0,0.0,4250.0,2.0,0.238095238095238,4250.0,2.0,0.238095238095238,4250.0,2.0,183.0,65444.0,(0.23809523809523808;101;4250)
36,math,MATH-90b,90b,9,java.lang.IllegalArgumentException,Java Runtime Exception,1,1,1,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MATH-90b/frame-1/9,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-90b/frame-1/R9_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-90b/frame-1/R9_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,1292.0,5.0,0.0,1292.0,5.0,0.0,1292.0,5.0,0.0,1292.0,5.0,2.0,101.0,(0.0;101;1292)
37,math,MATH-85b,85b,3,org.apache.commons.math.ConvergenceException,Custom Exception,1,3,3,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MATH-85b/frame-1/3,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-85b/frame-1/R3_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-85b/frame-1/R3_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,4097.0,5.0,0.0,4097.0,5.0,0.238095238095238,4097.0,5.0,0.238095238095238,4097.0,5.0,186.0,65444.0,(0.23809523809523808;101;4097)
38,math,MATH-85b,85b,4,org.apache.commons.math.ConvergenceException,Custom Exception,1,3,3,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MATH-85b/frame-1/4,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-85b/frame-1/R4_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-85b/frame-1/R4_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,3100.0,1.0,0.0,3101.0,1.0,0.238095238095238,3101.0,1.0,0.238095238095238,3101.0,1.0,184.0,65444.0,(0.23809523809523808;101;3101)
39,math,MATH-85b,85b,9,org.apache.commons.math.ConvergenceException,Custom Exception,2,3,3,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MATH-85b/frame-2/9,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-85b/frame-2/R9_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-85b/frame-2/R9_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,4084.0,2.0,0.0,4084.0,2.0,0.238095238095238,4084.0,2.0,0.238095238095238,4084.0,2.0,185.0,65444.0,(0.23809523809523808;101;4084)
40,math,MATH-85b,85b,9,org.apache.commons.math.ConvergenceException,Custom Exception,3,3,3,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MATH-85b/frame-3/9,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-85b/frame-3/R9_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-85b/frame-3/R9_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,6293.0,88.0,1.0,2491.0,1.0,1.0,2491.0,1.0,3.0,6294.0,88.0,,,(3.0;101;6294)
41,math,MATH-90b,90b,10,java.lang.IllegalArgumentException,Java Runtime Exception,1,1,1,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MATH-90b/frame-1/10,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-90b/frame-1/R10_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-90b/frame-1/R10_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,691.0,1.0,0.0,691.0,1.0,0.0,691.0,1.0,0.0,691.0,1.0,2.0,101.0,(0.0;101;691)
42,math,MATH-85b,85b,3,org.apache.commons.math.ConvergenceException,Custom Exception,2,3,3,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MATH-85b/frame-2/3,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-85b/frame-2/R3_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-85b/frame-2/R3_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,3203.0,4.0,0.0,3273.0,5.0,0.238095238095238,3273.0,5.0,0.238095238095238,3273.0,5.0,185.0,65444.0,(0.23809523809523808;101;3273)
43,math,MATH-85b,85b,3,org.apache.commons.math.ConvergenceException,Custom Exception,3,3,3,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MATH-85b/frame-3/3,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-85b/frame-3/R3_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-85b/frame-3/R3_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,2603.0,13.0,1.0,2384.0,1.0,1.0,2384.0,1.0,3.0,2603.0,13.0,,,(3.0;101;2603)
44,math,MATH-85b,85b,6,org.apache.commons.math.ConvergenceException,Custom Exception,2,3,3,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MATH-85b/frame-2/6,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-85b/frame-2/R6_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-85b/frame-2/R6_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,3087.0,4.0,0.0,3240.0,10.0,0.238095238095238,3240.0,10.0,0.238095238095238,3260.0,10.0,186.0,65444.0,(0.23809523809523808;101;3260)
45,math,MATH-85b,85b,1,org.apache.commons.math.ConvergenceException,Custom Exception,2,3,3,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MATH-85b/frame-2/1,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-85b/frame-2/R1_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-85b/frame-2/R1_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,4038.0,4.0,0.0,4038.0,4.0,0.238095238095238,4038.0,4.0,0.238095238095238,4038.0,4.0,189.0,65444.0,(0.23809523809523808;101;4038)
46,math,MATH-85b,85b,1,org.apache.commons.math.ConvergenceException,Custom Exception,1,3,3,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MATH-85b/frame-1/1,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-85b/frame-1/R1_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-85b/frame-1/R1_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,2508.0,1.0,0.0,2509.0,1.0,0.238095238095238,2509.0,1.0,0.238095238095238,2509.0,1.0,185.0,65444.0,(0.23809523809523808;101;2509)
47,math,MATH-85b,85b,10,org.apache.commons.math.ConvergenceException,Custom Exception,1,3,3,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MATH-85b/frame-1/10,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-85b/frame-1/R10_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-85b/frame-1/R10_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,3170.0,11.0,0.0,3171.0,11.0,0.238095238095238,3170.0,11.0,0.238095238095238,3171.0,11.0,189.0,65444.0,(0.23809523809523808;101;3171)
48,math,MATH-85b,85b,8,org.apache.commons.math.ConvergenceException,Custom Exception,1,3,3,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MATH-85b/frame-1/8,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-85b/frame-1/R8_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-85b/frame-1/R8_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,2977.0,8.0,0.0,2977.0,8.0,0.238095238095238,2977.0,8.0,0.238095238095238,2977.0,8.0,186.0,65444.0,(0.23809523809523808;101;2977)
49,math,MATH-85b,85b,2,org.apache.commons.math.ConvergenceException,Custom Exception,1,3,3,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MATH-85b/frame-1/2,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-85b/frame-1/R2_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-85b/frame-1/R2_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,4539.0,25.0,0.0,4540.0,25.0,0.238095238095238,4540.0,25.0,0.238095238095238,4540.0,25.0,190.0,65444.0,(0.23809523809523808;101;4540)
50,math,MATH-85b,85b,4,org.apache.commons.math.ConvergenceException,Custom Exception,2,3,3,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MATH-85b/frame-2/4,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-85b/frame-2/R4_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-85b/frame-2/R4_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,3661.0,1.0,0.0,4373.0,32.0,0.238095238095238,4373.0,32.0,0.238095238095238,4373.0,32.0,186.0,65444.0,(0.23809523809523808;101;4373)
51,math,MATH-85b,85b,7,org.apache.commons.math.ConvergenceException,Custom Exception,1,3,3,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MATH-85b/frame-1/7,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-85b/frame-1/R7_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-85b/frame-1/R7_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,2931.0,1.0,0.0,2941.0,1.0,0.238095238095238,2932.0,1.0,0.238095238095238,2942.0,1.0,189.0,65444.0,(0.23809523809523808;101;2942)
52,math,MATH-85b,85b,5,org.apache.commons.math.ConvergenceException,Custom Exception,2,3,3,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MATH-85b/frame-2/5,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-85b/frame-2/R5_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-85b/frame-2/R5_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,4939.0,5.0,0.0,4939.0,5.0,0.238095238095238,4939.0,5.0,0.238095238095238,4939.0,5.0,192.0,65444.0,(0.23809523809523808;101;4939)
53,math,MATH-95b,95b,1,java.lang.IllegalArgumentException,Java Runtime Exception,1,4,4,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MATH-95b/frame-1/1,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-95b/frame-1/R1_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-95b/frame-1/R1_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,1690.0,5.0,0.0,1690.0,5.0,0.0,1690.0,5.0,0.0,1690.0,5.0,2.0,101.0,(0.0;101;1690)
54,math,MATH-85b,85b,5,org.apache.commons.math.ConvergenceException,Custom Exception,1,3,3,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MATH-85b/frame-1/5,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-85b/frame-1/R5_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-85b/frame-1/R5_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,3269.0,1.0,0.0,3277.0,1.0,0.238095238095238,3276.0,1.0,0.238095238095238,3277.0,1.0,185.0,65444.0,(0.23809523809523808;101;3277)
55,math,MATH-85b,85b,6,org.apache.commons.math.ConvergenceException,Custom Exception,1,3,3,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MATH-85b/frame-1/6,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-85b/frame-1/R6_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-85b/frame-1/R6_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,3562.0,6.0,0.0,3563.0,6.0,0.238095238095238,3562.0,6.0,0.238095238095238,3563.0,6.0,194.0,65444.0,(0.23809523809523808;101;3563)
56,math,MATH-95b,95b,1,java.lang.IllegalArgumentException,Java Runtime Exception,4,4,4,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MATH-95b/frame-4/1,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-95b/frame-4/R1_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-95b/frame-4/R1_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,1052.0,1.0,0.0,1052.0,1.0,0.0,1373.0,12.0,0.0,1373.0,12.0,2.0,101.0,(0.0;101;1373)
57,math,MATH-95b,95b,2,java.lang.IllegalArgumentException,Java Runtime Exception,4,4,4,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MATH-95b/frame-4/2,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-95b/frame-4/R2_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-95b/frame-4/R2_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,1003.0,2.0,0.0,1003.0,2.0,0.0,1210.0,12.0,0.0,1210.0,12.0,2.0,101.0,(0.0;101;1210)
58,math,MATH-95b,95b,1,java.lang.IllegalArgumentException,Java Runtime Exception,2,4,4,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MATH-95b/frame-2/1,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-95b/frame-2/R1_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-95b/frame-2/R1_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,1572.0,1.0,0.0,1572.0,1.0,0.0,1572.0,1.0,0.0,1572.0,1.0,2.0,101.0,(0.0;101;1572)
59,math,MATH-95b,95b,2,java.lang.IllegalArgumentException,Java Runtime Exception,1,4,4,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MATH-95b/frame-1/2,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-95b/frame-1/R2_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-95b/frame-1/R2_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,2701.0,5.0,0.0,2701.0,5.0,0.0,2701.0,5.0,0.0,2701.0,5.0,3.0,101.0,(0.0;101;2701)
60,math,MATH-95b,95b,2,java.lang.IllegalArgumentException,Java Runtime Exception,2,4,4,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MATH-95b/frame-2/2,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-95b/frame-2/R2_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-95b/frame-2/R2_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,2787.0,3.0,0.0,2787.0,3.0,0.0,2787.0,3.0,0.0,2787.0,3.0,4.0,101.0,(0.0;101;2787)
61,math,MATH-95b,95b,3,java.lang.IllegalArgumentException,Java Runtime Exception,1,4,4,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MATH-95b/frame-1/3,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-95b/frame-1/R3_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-95b/frame-1/R3_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,2833.0,1.0,0.0,2833.0,1.0,0.0,2833.0,1.0,0.0,2833.0,1.0,4.0,101.0,(0.0;101;2833)
62,math,MATH-95b,95b,3,java.lang.IllegalArgumentException,Java Runtime Exception,4,4,4,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MATH-95b/frame-4/3,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-95b/frame-4/R3_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-95b/frame-4/R3_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,1163.0,12.0,0.0,1166.0,12.0,0.0,1377.0,39.0,0.0,1377.0,39.0,2.0,101.0,(0.0;101;1377)
63,math,MATH-85b,85b,7,org.apache.commons.math.ConvergenceException,Custom Exception,2,3,3,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MATH-85b/frame-2/7,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-85b/frame-2/R7_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-85b/frame-2/R7_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,3917.0,3.0,0.0,4049.0,8.0,0.238095238095238,4049.0,8.0,0.238095238095238,4049.0,8.0,201.0,65444.0,(0.23809523809523808;101;4049)
64,math,MATH-85b,85b,7,org.apache.commons.math.ConvergenceException,Custom Exception,3,3,3,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MATH-85b/frame-3/7,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-85b/frame-3/R7_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-85b/frame-3/R7_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,8971.0,259.0,1.0,1955.0,1.0,1.0,1955.0,1.0,3.0,8971.0,259.0,,,(4.499999999649993;101;4601)(4.499999999649878;206;7630)(3.0;311;8971)
65,math,MATH-95b,95b,3,java.lang.IllegalArgumentException,Java Runtime Exception,2,4,4,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MATH-95b/frame-2/3,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-95b/frame-2/R3_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-95b/frame-2/R3_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,2379.0,9.0,0.0,2379.0,9.0,0.0,2379.0,9.0,0.0,2380.0,9.0,3.0,101.0,(0.0;101;2380)
66,math,MATH-95b,95b,1,java.lang.IllegalArgumentException,Java Runtime Exception,3,4,4,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MATH-95b/frame-3/1,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-95b/frame-3/R1_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-95b/frame-3/R1_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,1417.0,9.0,0.0,5094.0,252.0,0.0,9201.0,701.0,0.0,9202.0,701.0,9.0,731.0,(3.0;101;1417)(0.40909090909090906;311;5094)(0.0;731;9202)
67,math,MATH-95b,95b,4,java.lang.IllegalArgumentException,Java Runtime Exception,1,4,4,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MATH-95b/frame-1/4,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-95b/frame-1/R4_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-95b/frame-1/R4_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,2996.0,1.0,0.0,2998.0,1.0,0.0,2997.0,1.0,0.0,3000.0,1.0,4.0,101.0,(0.0;101;3000)
