bug_id,first_success_rank,total_success_fibs,num_clusters
Chart_1,5,4,8
Chart_11,2,15,22
Chart_17,1,2,2
Chart_5,2,2,28
Chart_9,1,18,20
Cli_1,100000,0,7
Cli_10,2,12,14
Cli_14,1,2,8
Cli_17,4,4,18
Cli_18,1,5,15
Cli_2,1,17,23
Cli_20,1,2,26
Cli_23,1,8,8
Cli_26,100000,0,18
Cli_29,1,10,18
Cli_31,9,3,15
Cli_34,3,3,8
Cli_35,1,1,26
Cli_39,18,4,23
Cli_40,2,1,12
Cli_5,1,2,13
Cli_8,100000,0,6
Closure_10,100000,0,8
Closure_114,100000,0,3
Closure_118,100000,0,4
Closure_13,100000,0,2
Closure_136,100000,0,3
Closure_14,100000,0,7
Closure_141,100000,0,9
Closure_143,100000,0,2
Closure_146,100000,0,2
Closure_151,100000,0,2
Closure_153,100000,0,6
Closure_161,100000,0,2
Closure_171,100000,0,4
Closure_173,100000,0,9
Closure_174,100000,0,3
Closure_175,100000,0,3
Closure_176,100000,0,6
Closure_23,100000,0,4
Closure_27,1,20,22
Closure_29,100000,0,6
Closure_51,100000,0,6
Closure_60,100000,0,3
Closure_65,100000,0,5
Closure_77,100000,0,6
Closure_78,100000,0,3
Closure_79,100000,0,2
Closure_82,100000,0,4
Closure_97,100000,0,19
Closure_98,100000,0,3
Closure_99,100000,0,3
Codec_11,1,22,22
Codec_12,1,16,16
Codec_13,1,18,27
Codec_16,100000,0,5
Codec_17,1,19,20
Codec_18,3,2,6
Codec_3,1,12,33
Codec_4,1,7,10
Codec_7,1,8,8
Codec_8,1,3,13
Codec_9,2,2,18
Collections_25,1,12,23
Collections_27,100000,0,6
Compress_11,7,1,9
Compress_13,100000,0,9
Compress_14,100000,0,14
Compress_16,100000,0,9
Compress_17,100000,0,23
Compress_19,100000,0,14
Compress_20,1,1,15
Compress_23,100000,0,10
Compress_27,100000,0,5
Compress_3,100000,0,5
Compress_31,100000,0,5
Compress_32,100000,0,15
Compress_33,100000,0,18
Compress_35,100000,0,19
Compress_36,100000,0,7
Compress_37,100000,0,14
Compress_38,100000,0,6
Compress_39,100000,0,11
Compress_40,100000,0,23
Compress_41,100000,0,12
Compress_42,14,1,17
Compress_44,100000,0,5
Compress_9,100000,0,20
Csv_1,100000,0,15
Csv_10,3,1,3
Csv_12,100000,0,4
Csv_15,100000,0,16
Csv_2,3,3,11
Csv_4,1,6,11
Csv_5,1,11,17
Csv_8,1,9,19
Csv_9,6,2,11
Gson_1,100000,0,2
Gson_13,3,7,27
Gson_15,4,7,11
Gson_18,1,5,14
Gson_5,1,4,10
Gson_7,1,7,13
JacksonCore_1,100000,0,5
JacksonCore_12,1,2,2
JacksonCore_14,100000,0,6
JacksonCore_19,1,11,14
JacksonCore_20,1,2,7
JacksonCore_26,1,2,2
JacksonCore_3,100000,0,10
JacksonCore_5,1,14,19
JacksonCore_8,1,3,6
JacksonCore_9,4,9,15
JacksonDatabind_102,1,4,9
JacksonDatabind_103,100000,0,16
JacksonDatabind_104,100000,0,7
JacksonDatabind_107,100000,0,10
JacksonDatabind_108,100000,0,22
JacksonDatabind_109,100000,0,9
JacksonDatabind_11,1,1,6
JacksonDatabind_110,100000,0,4
JacksonDatabind_111,2,1,4
JacksonDatabind_112,100000,0,3
JacksonDatabind_16,1,3,3
JacksonDatabind_17,1,10,13
JacksonDatabind_19,1,2,12
JacksonDatabind_28,1,5,5
JacksonDatabind_32,2,4,12
JacksonDatabind_36,1,4,8
JacksonDatabind_39,100000,0,1
JacksonDatabind_40,1,6,15
JacksonDatabind_41,1,1,6
JacksonDatabind_42,1,6,6
JacksonDatabind_46,3,3,26
JacksonDatabind_56,1,8,15
JacksonDatabind_59,2,1,2
JacksonDatabind_62,1,2,3
JacksonDatabind_71,1,11,14
JacksonDatabind_74,100000,0,13
JacksonDatabind_83,1,8,13
JacksonDatabind_87,5,1,10
JacksonDatabind_88,100000,0,21
JacksonDatabind_89,100000,0,14
JacksonDatabind_9,1,2,2
JacksonDatabind_92,100000,0,9
JacksonDatabind_94,100000,0,12
JacksonDatabind_95,1,15,20
JacksonXml_3,3,3,12
JacksonXml_5,1,4,6
Jsoup_1,1,6,6
Jsoup_10,3,2,13
Jsoup_11,4,15,32
Jsoup_12,3,21,37
Jsoup_13,4,2,18
Jsoup_14,1,14,14
Jsoup_16,7,2,17
Jsoup_17,1,21,35
Jsoup_18,100000,0,31
Jsoup_19,26,1,27
Jsoup_2,100000,0,26
Jsoup_20,100000,0,26
Jsoup_21,1,16,41
Jsoup_23,1,7,10
Jsoup_24,100000,0,25
Jsoup_25,2,12,39
Jsoup_26,1,27,35
Jsoup_27,100000,0,7
Jsoup_28,100000,0,9
Jsoup_29,100000,0,10
Jsoup_3,100000,0,24
Jsoup_30,100000,0,7
Jsoup_31,100000,0,34
Jsoup_35,1,8,34
Jsoup_36,100000,0,18
Jsoup_37,100000,0,30
Jsoup_38,1,20,41
Jsoup_39,100000,0,24
Jsoup_4,1,12,17
Jsoup_40,1,13,36
Jsoup_41,2,4,6
Jsoup_42,1,2,2
Jsoup_43,2,2,13
Jsoup_44,1,4,4
Jsoup_47,100000,0,27
Jsoup_48,100000,0,13
Jsoup_5,1,8,11
Jsoup_50,3,3,7
Jsoup_51,1,3,7
Jsoup_52,100000,0,26
Jsoup_53,100000,0,28
Jsoup_54,1,14,15
Jsoup_55,1,13,26
Jsoup_56,5,21,35
Jsoup_57,1,11,21
Jsoup_58,1,11,16
Jsoup_59,18,2,19
Jsoup_6,100000,0,9
Jsoup_60,100000,0,23
Jsoup_62,15,1,29
Jsoup_64,7,6,34
Jsoup_66,3,4,6
Jsoup_67,2,4,12
Jsoup_69,1,25,31
Jsoup_7,100000,0,28
Jsoup_70,1,10,13
Jsoup_71,100000,0,31
Jsoup_72,100000,0,15
Jsoup_74,1,6,6
Jsoup_75,4,15,18
Jsoup_76,100000,0,6
Jsoup_77,1,20,25
Jsoup_78,100000,0,6
Jsoup_79,1,4,19
Jsoup_80,1,5,8
Jsoup_81,1,7,17
Jsoup_82,1,8,26
Jsoup_83,1,30,37
Jsoup_85,6,1,19
Jsoup_88,1,7,8
Jsoup_89,1,27,33
Jsoup_9,1,16,33
Jsoup_90,1,4,16
Jsoup_92,1,21,23
Jsoup_93,100000,0,13
JxPath_11,100000,0,5
JxPath_14,1,1,1
JxPath_20,1,4,26
JxPath_21,1,14,16
JxPath_3,100000,0,3
JxPath_5,100000,0,15
JxPath_8,100000,0,16
JxPath_9,100000,0,14
Lang_11,7,2,9
Lang_14,1,2,7
Lang_15,100000,0,9
Lang_16,100000,0,16
Lang_17,1,8,10
Lang_18,100000,0,32
Lang_19,1,8,13
Lang_20,1,9,24
Lang_21,2,1,3
Lang_22,1,5,8
Lang_23,100000,0,8
Lang_24,1,19,24
Lang_25,3,5,23
Lang_26,1,13,19
Lang_27,5,31,37
Lang_28,100000,0,30
Lang_3,1,3,31
Lang_31,1,18,20
Lang_33,1,17,42
Lang_35,2,14,36
Lang_36,1,18,20
